Id,Date,TotalSteps,Calories,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,TotalMinutesSleep,TotalTimeInBed
4702921684,2016-04-26,6108,2784,1,8,216,421,429
4702921684,2016-04-27,7047,2908,1,16,238,432,449
4702921684,2016-04-28,9023,3033,14,9,232,442,461
4702921684,2016-04-29,9930,3165,12,19,267,433,447
4702921684,2016-04-30,10144,3115,4,36,263,479,501
4702921684,2016-05-01,0,2017,0,0,0,,
4702921684,2016-05-02,7245,2859,5,40,195,,
4702921684,2016-05-03,9454,3145,0,0,313,327,373
4702921684,2016-05-04,8161,3004,4,15,251,412,434
4702921684,2016-05-05,8614,3006,8,5,241,414,428
4702921684,2016-05-06,6943,2859,1,16,207,404,449
4702921684,2016-05-07,14370,3683,5,46,439,520,543
4702921684,2016-05-08,12857,3287,9,125,192,,
4702921684,2016-05-09,8232,2990,0,12,253,435,458
4702921684,2016-05-10,10613,3172,1,37,262,416,431
4702921684,2016-05-11,9810,3069,10,41,235,354,366
4702921684,2016-05-12,2752,1240,0,0,68,404,442
5553957443,2016-04-12,11596,2026,19,13,277,441,464
5553957443,2016-04-13,4832,1718,0,0,226,455,488
5553957443,2016-04-14,17022,2324,61,41,256,357,418
5553957443,2016-04-15,16556,2254,58,38,239,377,409
5553957443,2016-04-16,5771,1831,0,0,288,651,686
5553957443,2016-04-17,655,1397,0,0,46,350,402
5553957443,2016-04-18,3727,1683,0,0,206,520,541
5553957443,2016-04-19,15482,2284,69,28,249,357,410
5553957443,2016-04-20,2713,1570,0,0,148,658,678
5553957443,2016-04-21,12346,2066,47,42,177,399,431
5553957443,2016-04-22,11682,2105,25,16,270,322,353
5553957443,2016-04-23,4112,1776,0,0,272,631,725
5553957443,2016-04-24,1807,1507,0,0,104,553,640
5553957443,2016-04-25,10946,2033,51,11,201,433,468
5553957443,2016-04-26,11886,2093,40,18,238,412,453
5553957443,2016-04-27,10538,1922,16,16,206,347,391
5553957443,2016-04-28,11393,1999,49,13,165,421,457
5553957443,2016-04-29,12764,2169,46,15,270,450,495
5553957443,2016-04-30,1202,1463,0,0,84,775,843
5553957443,2016-05-01,5164,1747,0,0,237,622,686
5553957443,2016-05-02,9769,1996,23,9,227,409,471
5553957443,2016-05-03,12848,2116,26,29,247,380,429
5553957443,2016-05-04,4249,1698,0,0,224,447,470
5553957443,2016-05-05,14331,2156,44,29,241,419,464
5553957443,2016-05-06,9632,1916,21,9,229,400,434
5553957443,2016-05-07,1868,1494,0,0,96,442,470
5553957443,2016-05-08,6083,1762,3,8,210,568,608
5553957443,2016-05-09,11611,2272,59,22,251,453,494
5553957443,2016-05-10,16358,2335,61,40,265,418,443
5553957443,2016-05-11,4926,1693,0,0,195,463,486
5553957443,2016-05-12,3121,741,8,6,48,438,475
5577150313,2016-04-12,8135,3405,86,16,140,419,438
5577150313,2016-04-13,5077,2551,15,11,144,432,458
5577150313,2016-04-14,8596,4022,118,30,176,477,497
5577150313,2016-04-15,12087,4005,115,54,199,392,413
5577150313,2016-04-16,14269,4274,184,56,158,406,445
5577150313,2016-04-17,12231,4552,200,37,159,549,583
5577150313,2016-04-18,9893,3625,114,32,130,527,553
5577150313,2016-04-19,12574,3501,108,23,111,449,465
5577150313,2016-04-20,8330,3192,87,16,113,447,480
5577150313,2016-04-21,10830,4018,110,74,175,414,437
5577150313,2016-04-22,9172,3329,62,30,200,338,366
5577150313,2016-04-23,7638,3152,24,24,223,384,402
5577150313,2016-04-24,15764,4392,210,65,141,543,615
5577150313,2016-04-25,6393,3374,61,38,214,421,461
5577150313,2016-04-26,5325,3088,38,32,181,354,377
5577150313,2016-04-27,6805,3294,63,16,190,424,452
5577150313,2016-04-28,9841,3580,99,51,141,361,372
5577150313,2016-04-29,7924,3544,97,36,165,459,485
5577150313,2016-04-30,12363,4501,207,45,163,412,433
5577150313,2016-05-01,13368,4546,194,72,178,379,398
5577150313,2016-05-02,7439,3014,37,20,235,525,553
5577150313,2016-05-03,11045,3795,97,8,212,508,543
5577150313,2016-05-04,5206,2755,25,9,141,603,634
5577150313,2016-05-05,7550,3004,45,21,143,74,78
5577150313,2016-05-06,4950,2643,41,16,79,,
5577150313,2016-05-07,0,1819,0,0,0,,
5577150313,2016-05-08,0,1819,0,0,0,,
5577150313,2016-05-09,3421,2489,34,11,70,,
5577150313,2016-05-10,8869,3841,104,37,194,504,562
5577150313,2016-05-11,4038,1665,45,15,63,431,476
6117666160,2016-04-12,0,1496,0,0,0,,
6117666160,2016-04-13,0,1496,0,0,0,,
6117666160,2016-04-14,0,1496,0,0,0,,
6117666160,2016-04-15,14019,2865,0,6,513,,
6117666160,2016-04-16,14450,2828,7,15,518,380,398
6117666160,2016-04-17,7150,2225,0,0,312,336,350
6117666160,2016-04-18,5153,2018,0,0,241,493,510
6117666160,2016-04-19,11135,2606,0,0,480,465,492
6117666160,2016-04-20,10449,2536,26,10,349,474,502
6117666160,2016-04-21,19542,4900,11,19,294,508,550
6117666160,2016-04-22,8206,2409,0,0,402,480,546
6117666160,2016-04-23,11495,2651,0,0,512,492,539
6117666160,2016-04-24,7623,2305,0,0,362,353,367
6117666160,2016-04-25,0,1497,0,0,0,,
6117666160,2016-04-26,9543,2450,0,7,352,,
6117666160,2016-04-27,9411,2576,0,0,458,542,557
6117666160,2016-04-28,3403,1879,0,0,141,393,416
6117666160,2016-04-29,9592,2560,0,0,461,600,636
6117666160,2016-04-30,6987,2275,0,0,343,,
6117666160,2016-05-01,8915,2361,0,0,397,507,575
6117666160,2016-05-02,4933,2044,0,0,236,,
6117666160,2016-05-03,0,1496,0,0,0,,
6117666160,2016-05-04,2997,1902,0,0,156,,
6117666160,2016-05-05,9799,2636,0,0,487,392,415
6117666160,2016-05-06,3365,1838,0,0,133,658,698
6117666160,2016-05-07,7336,2469,0,0,412,498,507
6117666160,2016-05-08,7328,2250,0,0,318,555,603
6117666160,2016-05-09,4477,1248,0,0,197,492,522
6290855005,2016-04-12,4562,2560,0,0,199,,
6290855005,2016-04-13,7142,2905,0,0,350,,
6290855005,2016-04-14,7671,2952,0,0,363,,
6290855005,2016-04-15,9501,2896,0,0,328,,
6290855005,2016-04-16,8301,2783,0,0,258,,
6290855005,2016-04-17,7851,3171,31,12,225,,
6290855005,2016-04-18,6885,2766,0,0,271,,
6290855005,2016-04-19,7142,2839,0,0,321,,
6290855005,2016-04-20,6361,2701,0,0,258,,
6290855005,2016-04-21,0,2060,0,0,0,,
6290855005,2016-04-22,6238,2796,0,0,302,,
6290855005,2016-04-23,0,2664,33,0,0,,
6290855005,2016-04-24,5896,2703,0,0,258,,
6290855005,2016-04-25,7802,2771,8,3,249,,
6290855005,2016-04-26,0,2060,0,0,0,,
6290855005,2016-04-27,5565,2743,0,0,287,,
6290855005,2016-04-28,5731,2687,0,0,255,,
6290855005,2016-04-29,0,2060,0,0,0,,
6290855005,2016-04-30,6744,2843,0,0,324,,
6290855005,2016-05-01,9837,3327,8,95,282,,
6290855005,2016-05-02,6781,2725,0,0,268,,
6290855005,2016-05-03,6047,2671,0,0,240,,
6290855005,2016-05-04,5832,2718,0,0,272,,
6290855005,2016-05-05,6339,2682,0,0,239,,
6290855005,2016-05-06,6116,2806,0,0,305,,
6290855005,2016-05-07,5510,2613,0,0,227,,
6290855005,2016-05-08,7706,2712,0,0,251,,
6290855005,2016-05-09,6277,2175,0,0,264,,
6290855005,2016-05-10,0,0,0,0,0,,
6775888955,2016-04-12,0,1841,0,0,0,,
6775888955,2016-04-13,4053,2400,17,18,85,235,260
6775888955,2016-04-14,5162,2507,14,24,105,423,441
6775888955,2016-04-15,1282,2127,0,0,58,391,406
6775888955,2016-04-16,4732,2225,36,18,9,,
6775888955,2016-04-17,2497,2067,5,24,19,,
6775888955,2016-04-18,8294,2798,30,31,146,,
6775888955,2016-04-19,0,1841,0,0,0,,
6775888955,2016-04-20,10771,3727,70,113,178,,
6775888955,2016-04-21,0,1841,0,0,0,,
6775888955,2016-04-22,637,1922,0,0,20,,
6775888955,2016-04-23,0,1841,0,0,0,,
6775888955,2016-04-24,2153,2053,11,18,11,,
6775888955,2016-04-25,6474,2484,33,13,92,,
6775888955,2016-04-26,7091,2584,42,30,47,,
6775888955,2016-04-27,0,1841,0,0,0,,
6775888955,2016-04-28,703,1993,2,13,15,,
6775888955,2016-04-29,0,1841,0,0,0,,
6775888955,2016-04-30,2503,2280,3,9,84,,
6775888955,2016-05-01,2487,2319,9,34,50,,
6775888955,2016-05-02,0,1841,0,0,0,,
6775888955,2016-05-03,9,1843,0,0,1,,
6775888955,2016-05-04,0,1841,0,0,0,,
6775888955,2016-05-05,0,1841,0,0,0,,
6775888955,2016-05-06,4697,2496,12,35,75,,
6775888955,2016-05-07,1967,1032,2,5,49,,
6962181067,2016-04-12,10199,1994,50,14,189,366,387
6962181067,2016-04-13,5652,1718,8,24,142,630,679
6962181067,2016-04-14,1551,1466,0,0,86,508,535
6962181067,2016-04-15,5563,1756,0,0,217,370,386
6962181067,2016-04-16,13217,2173,50,3,280,357,366
6962181067,2016-04-17,10145,2027,5,13,295,427,446
6962181067,2016-04-18,11404,2039,13,42,238,442,458
6962181067,2016-04-19,10742,2046,35,41,195,476,535
6962181067,2016-04-20,13928,2174,48,4,297,418,424
6962181067,2016-04-21,11835,2179,53,27,214,451,457
6962181067,2016-04-22,10725,2086,30,33,240,425,435
6962181067,2016-04-23,20031,2571,58,41,347,528,546
6962181067,2016-04-24,5029,1705,0,0,199,511,514
6962181067,2016-04-25,13239,2194,35,31,282,400,415
6962181067,2016-04-26,10433,2012,36,7,254,441,446
6962181067,2016-04-27,10320,2034,7,38,279,455,467
6962181067,2016-04-28,12627,2182,38,8,288,440,453
6962181067,2016-04-29,10762,2254,12,15,369,433,447
6962181067,2016-04-30,10081,2002,32,16,237,422,424
6962181067,2016-05-01,5454,1740,0,0,215,411,426
6962181067,2016-05-02,12912,2162,18,39,313,466,482
6962181067,2016-05-03,12109,2072,21,36,267,394,418
6962181067,2016-05-04,10147,2086,15,36,284,442,455
6962181067,2016-05-05,10524,2066,14,22,305,467,491
6962181067,2016-05-06,5908,1850,0,0,299,443,462
6962181067,2016-05-07,6815,1947,0,0,328,298,334
6962181067,2016-05-08,4188,1659,0,14,151,541,569
6962181067,2016-05-09,12342,2105,43,21,231,489,497
6962181067,2016-05-10,15448,2361,62,34,275,469,481
6962181067,2016-05-11,6722,1855,24,7,199,452,480
6962181067,2016-05-12,3587,928,0,8,105,516,535
7007744171,2016-04-12,14172,2937,53,8,355,,
7007744171,2016-04-13,12862,2742,56,22,261,,
7007744171,2016-04-14,11179,2668,34,6,304,,
7007744171,2016-04-15,5273,2098,0,0,202,,
7007744171,2016-04-16,4631,2076,0,0,203,79,82
7007744171,2016-04-17,8059,2383,0,0,305,,
7007744171,2016-04-18,14816,2832,48,31,284,,
7007744171,2016-04-19,14194,2812,53,17,304,,
7007744171,2016-04-20,15566,3096,60,33,347,,
7007744171,2016-04-21,13744,2763,30,34,327,,
7007744171,2016-04-22,15299,2889,64,50,261,,
7007744171,2016-04-23,8093,2284,2,25,223,,
7007744171,2016-04-24,11085,2667,0,0,419,,
7007744171,2016-04-25,18229,3055,51,24,379,,
7007744171,2016-04-26,15090,2939,16,22,424,,
7007744171,2016-04-27,13541,2830,50,12,337,,
7007744171,2016-04-28,15128,2836,16,16,401,,
7007744171,2016-04-29,20067,3180,55,42,382,,
7007744171,2016-04-30,3761,2051,0,0,200,,
7007744171,2016-05-01,5600,2225,0,0,237,58,61
7007744171,2016-05-02,13041,2642,64,14,250,,
7007744171,2016-05-03,14510,2976,58,31,330,,
7007744171,2016-05-04,0,1557,0,0,0,,
7007744171,2016-05-05,15010,2933,53,23,317,,
7007744171,2016-05-06,11459,2553,44,13,247,,
7007744171,2016-05-07,0,120,0,0,0,,
7086361926,2016-04-12,11317,2772,59,6,153,514,525
7086361926,2016-04-13,5813,2516,31,26,155,451,465
7086361926,2016-04-14,9123,2734,35,32,189,472,476
7086361926,2016-04-15,8585,2395,30,21,139,377,386
7086361926,2016-04-16,31,1635,0,0,3,,
7086361926,2016-04-17,0,1629,0,0,0,,
7086361926,2016-04-18,9827,2743,61,51,114,,
7086361926,2016-04-19,10688,2944,67,69,124,472,483
7086361926,2016-04-20,14365,2997,87,13,145,492,502
7086361926,2016-04-21,9469,2463,19,6,206,390,411
7086361926,2016-04-22,9753,2846,58,59,153,428,448
7086361926,2016-04-23,2817,1965,0,0,90,,
7086361926,2016-04-24,3520,2049,0,0,125,681,704
7086361926,2016-04-25,10091,2752,69,39,129,446,447
7086361926,2016-04-26,10387,2781,70,33,132,485,500
7086361926,2016-04-27,11107,2693,55,6,145,469,479
7086361926,2016-04-28,11584,2862,54,48,161,354,367
7086361926,2016-04-29,7881,2616,24,36,182,,
7086361926,2016-04-30,14560,2995,42,17,308,485,489
7086361926,2016-05-01,12390,2730,30,15,258,388,407
7086361926,2016-05-02,10052,2754,66,26,139,440,459
7086361926,2016-05-03,10288,2754,57,36,152,456,461
7086361926,2016-05-04,10988,2655,45,12,135,420,436
7086361926,2016-05-05,8564,2386,24,14,149,,
7086361926,2016-05-06,12461,2924,84,35,154,322,333
7086361926,2016-05-07,12827,2739,20,42,209,530,548
7086361926,2016-05-08,10677,2534,32,27,147,481,510
7086361926,2016-05-09,13566,2960,67,50,171,427,438
7086361926,2016-05-10,14433,2800,72,23,106,,
7086361926,2016-05-11,9572,2735,57,40,128,451,463
7086361926,2016-05-12,3789,1199,5,4,58,444,457
8053475328,2016-04-12,18060,3186,116,8,123,,
8053475328,2016-04-13,16433,3140,95,12,156,,
8053475328,2016-04-14,20159,3411,119,5,193,,
8053475328,2016-04-15,20669,3410,132,8,158,,
8053475328,2016-04-16,14549,2867,96,6,83,,
8053475328,2016-04-17,18827,3213,111,21,195,,
8053475328,2016-04-18,17076,3133,102,6,195,,
8053475328,2016-04-19,15929,3114,90,7,191,,
8053475328,2016-04-20,15108,3043,89,5,158,486,493
8053475328,2016-04-21,16057,3103,100,6,170,,
8053475328,2016-04-22,10520,2655,60,3,117,,
8053475328,2016-04-23,22359,3554,125,14,223,331,337
8053475328,2016-04-24,22988,3577,129,33,182,,
8053475328,2016-04-25,20500,3403,118,9,209,,
8053475328,2016-04-26,12685,2846,68,5,185,,
8053475328,2016-04-27,12422,2852,60,10,183,,
8053475328,2016-04-28,15447,3062,90,9,153,,
8053475328,2016-04-29,12315,2794,58,8,159,,
8053475328,2016-04-30,7135,2408,27,1,131,,
8053475328,2016-05-01,1170,1886,0,0,51,,
8053475328,2016-05-02,1969,1988,0,0,95,,
8053475328,2016-05-03,15484,3023,87,22,165,,
8053475328,2016-05-04,14581,2918,89,8,123,,
8053475328,2016-05-05,14990,2950,93,9,130,,
8053475328,2016-05-06,13953,2859,90,15,90,,
8053475328,2016-05-07,19769,3331,121,20,148,74,75
8053475328,2016-05-08,22026,3589,125,14,228,,
8053475328,2016-05-09,12465,2765,66,12,148,,
8053475328,2016-05-10,14810,2926,96,10,115,,
8053475328,2016-05-11,12209,2809,60,7,184,,
8053475328,2016-05-12,4998,1505,28,4,39,,
8253242879,2016-04-12,9033,2044,40,2,154,,
8253242879,2016-04-13,8053,1935,35,11,96,,
8253242879,2016-04-14,5234,1705,29,16,33,,
8253242879,2016-04-15,2672,1632,0,0,105,,
8253242879,2016-04-16,9256,1880,6,51,115,,
8253242879,2016-04-17,10204,2112,41,5,157,,
8253242879,2016-04-18,5151,1829,16,16,130,,
8253242879,2016-04-19,4212,1763,0,0,164,,
8253242879,2016-04-20,6466,1931,5,18,216,,
8253242879,2016-04-21,11268,2218,49,20,172,,
8253242879,2016-04-22,2824,1651,0,0,120,,
8253242879,2016-04-23,9282,2132,30,26,191,,
8253242879,2016-04-24,8905,1976,41,4,82,,
8253242879,2016-04-25,6829,1909,7,54,118,,
8253242879,2016-04-26,4562,1813,19,14,108,,
8253242879,2016-04-27,10232,2008,45,5,104,,
8253242879,2016-04-28,2718,1580,11,16,20,,
8253242879,2016-04-29,6260,1854,16,14,136,,
8253242879,2016-04-30,0,0,0,0,0,,
8378563200,2016-04-12,7626,3635,65,15,156,338,356
8378563200,2016-04-13,12386,4079,116,14,169,447,487
8378563200,2016-04-14,13318,4163,123,21,174,424,455
8378563200,2016-04-15,14461,3666,60,23,190,513,533
8378563200,2016-04-16,11207,3363,64,21,142,611,689
8378563200,2016-04-17,2132,2572,0,0,93,525,591
8378563200,2016-04-18,13630,4157,117,10,174,398,451
8378563200,2016-04-19,13070,4092,120,19,154,387,421
8378563200,2016-04-20,9388,3787,82,8,169,381,409
8378563200,2016-04-21,15148,4236,137,16,145,396,417
8378563200,2016-04-22,12200,4044,113,12,159,441,469
8378563200,2016-04-23,5709,2908,19,10,136,565,591
8378563200,2016-04-24,3703,2741,0,0,135,458,492
8378563200,2016-04-25,12405,4005,117,16,141,388,402
8378563200,2016-04-26,16208,3763,90,18,161,550,584
8378563200,2016-04-27,7359,3061,4,4,192,531,600
8378563200,2016-04-28,5417,2884,11,10,139,506,556
8378563200,2016-04-29,6175,2982,3,7,172,527,562
8378563200,2016-04-30,2946,2660,0,0,121,468,555
8378563200,2016-05-01,11419,3369,71,10,127,475,539
8378563200,2016-05-02,6064,3491,63,4,142,351,385
8378563200,2016-05-03,8712,3784,71,20,195,405,429
8378563200,2016-05-04,7875,3110,19,10,167,441,477
8378563200,2016-05-05,8567,3783,66,3,214,381,417
8378563200,2016-05-06,7045,3644,74,5,166,323,355
8378563200,2016-05-07,4468,2799,0,0,158,459,513
8378563200,2016-05-08,2943,2685,0,0,139,545,606
8378563200,2016-05-09,8382,3721,71,13,171,359,399
8378563200,2016-05-10,6582,3586,63,13,152,342,391
8378563200,2016-05-11,9143,3788,72,10,184,368,387
8378563200,2016-05-12,4561,1976,8,6,102,496,546
8583815059,2016-04-12,5014,2650,0,7,196,,
8583815059,2016-04-13,5571,2654,2,23,163,,
8583815059,2016-04-14,3135,2443,0,0,134,,
8583815059,2016-04-15,3430,2505,0,0,65,,
8583815059,2016-04-16,5319,2693,0,0,0,,
8583815059,2016-04-17,3008,2439,0,0,0,,
8583815059,2016-04-18,3864,2536,4,22,105,,
8583815059,2016-04-19,5697,2668,7,10,166,,
8583815059,2016-04-20,5273,2647,0,27,167,,
8583815059,2016-04-21,8538,2883,35,18,158,,
8583815059,2016-04-22,8687,2944,4,54,212,,
8583815059,2016-04-23,9423,3012,7,44,238,,
8583815059,2016-04-24,8286,2889,2,44,206,,
8583815059,2016-04-25,4503,2547,18,6,122,,
8583815059,2016-04-26,10499,3093,1,91,214,,
8583815059,2016-04-27,12474,3142,77,5,129,,
8583815059,2016-04-28,6174,2757,0,28,203,,
8583815059,2016-04-29,15168,3513,46,67,258,,
8583815059,2016-04-30,10085,3164,2,28,317,,
8583815059,2016-05-01,4512,2596,10,2,117,,
8583815059,2016-05-02,8469,2894,0,0,0,,
8583815059,2016-05-03,12015,3212,0,0,0,,
8583815059,2016-05-04,3588,2516,0,0,0,,
8583815059,2016-05-05,12427,3266,0,0,70,,
8583815059,2016-05-06,5843,2683,2,22,166,,
8583815059,2016-05-07,6117,2810,0,0,250,,
8583815059,2016-05-08,9217,2940,3,72,182,,
8583815059,2016-05-09,9877,2947,66,4,110,,
8583815059,2016-05-10,8240,2846,9,43,162,,
8583815059,2016-05-11,8701,2804,5,71,177,,
8583815059,2016-05-12,0,0,0,0,0,,
8792009665,2016-04-12,2564,2044,0,0,116,458,493
8792009665,2016-04-13,1320,1934,0,0,82,531,552
8792009665,2016-04-14,1219,1963,0,0,84,486,503
8792009665,2016-04-15,2483,2009,0,0,126,363,377
8792009665,2016-04-16,244,1721,0,0,12,,
8792009665,2016-04-17,0,1688,0,0,0,,
8792009665,2016-04-18,0,1688,0,0,0,,
8792009665,2016-04-19,0,1688,0,0,0,,
8792009665,2016-04-20,3147,2188,0,10,139,528,547
8792009665,2016-04-21,144,1720,0,0,9,,
8792009665,2016-04-22,4068,2419,1,20,195,391,407
8792009665,2016-04-23,5245,2748,8,45,232,339,360
8792009665,2016-04-24,400,1799,3,8,19,,
8792009665,2016-04-25,0,1688,0,0,0,,
8792009665,2016-04-26,1321,1928,0,0,80,,
8792009665,2016-04-27,1758,2067,0,0,112,423,428
8792009665,2016-04-28,6157,2780,0,0,310,402,416
8792009665,2016-04-29,8360,3101,6,14,380,398,406
8792009665,2016-04-30,7174,2896,10,20,301,343,360
8792009665,2016-05-01,1619,1962,0,0,79,503,527
8792009665,2016-05-02,1831,2015,0,0,101,415,423
8792009665,2016-05-03,2421,2297,0,0,156,516,545
8792009665,2016-05-04,2283,2067,0,0,129,439,463
8792009665,2016-05-05,0,1688,0,0,0,,
8792009665,2016-05-06,0,1688,0,0,0,,
8792009665,2016-05-07,0,1688,0,0,0,,
8792009665,2016-05-08,0,1688,0,0,0,,
8792009665,2016-05-09,0,1688,0,0,0,,
8792009665,2016-05-10,0,57,0,0,0,,
8877689391,2016-04-12,23186,3921,85,7,312,,
8877689391,2016-04-13,15337,3566,108,18,216,,
8877689391,2016-04-14,21129,3793,68,13,298,,
8877689391,2016-04-15,13422,3934,106,1,281,,
8877689391,2016-04-16,29326,4547,94,29,429,,
8877689391,2016-04-17,15118,3545,58,15,307,,
8877689391,2016-04-18,11423,2761,29,5,191,,
8877689391,2016-04-19,18785,3676,82,13,214,,
8877689391,2016-04-20,19948,3679,73,19,225,,
8877689391,2016-04-21,19377,3659,82,13,226,,
8877689391,2016-04-22,18258,3427,61,2,236,,
8877689391,2016-04-23,11200,3891,102,6,300,,
8877689391,2016-04-24,16674,3455,64,1,227,,
8877689391,2016-04-25,12986,3802,113,8,218,,
8877689391,2016-04-26,11101,2860,22,3,258,,
8877689391,2016-04-27,23629,3808,93,8,235,,
8877689391,2016-04-28,14890,3060,58,8,231,,
8877689391,2016-04-29,9733,2698,18,5,210,,
8877689391,2016-04-30,27745,4398,124,4,223,,
8877689391,2016-05-01,10930,2786,36,12,166,,
8877689391,2016-05-02,4790,2189,0,0,105,,
8877689391,2016-05-03,10818,2817,19,3,229,,
8877689391,2016-05-04,18193,3477,66,8,212,,
8877689391,2016-05-05,14055,3052,67,15,188,,
8877689391,2016-05-06,21727,4015,96,17,232,,
8877689391,2016-05-07,12332,4142,105,28,271,,
8877689391,2016-05-08,10686,2847,17,4,245,,
8877689391,2016-05-09,20226,3710,73,19,217,,
8877689391,2016-05-10,10733,2832,18,11,224,,
8877689391,2016-05-11,21420,3832,88,12,213,,
8877689391,2016-05-12,8064,1849,23,1,137,,
